"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"  As a logged-in mobile user
  I want to manage my shopping cart
  So that I can prepare items for checkout","2228","Clear entire cart","","Mon Mar 16 08:59:35 UTC 2026","passed","Mon Mar 16 08:59:37 UTC 2026","","Shopping Cart on Mobile","Clear entire cart",""
"  As a logged-in mobile user
  I want to manage my shopping cart
  So that I can prepare items for checkout","2213","Update quantity in cart","","Mon Mar 16 08:59:30 UTC 2026","passed","Mon Mar 16 08:59:32 UTC 2026","","Shopping Cart on Mobile","Update quantity in cart",""
"  As a mobile user
  I want to login and register on the shop
  So that I can access my account and make purchases","1663","Register a new user on mobile","","Mon Mar 16 09:00:10 UTC 2026","passed","Mon Mar 16 09:00:12 UTC 2026","","User Authentication on Mobile","Register a new user on mobile",""
"  As a mobile user
  I want to browse and search products
  So that I can find items I want to purchase","712","View product catalog on mobile","","Mon Mar 16 09:00:02 UTC 2026","passed","Mon Mar 16 09:00:03 UTC 2026","","Browse Products on Mobile","View product catalog on mobile",""
"  As a mobile user
  I want to login and register on the shop
  So that I can access my account and make purchases","1863","Successful login with valid credentials","","Mon Mar 16 09:00:08 UTC 2026","passed","Mon Mar 16 09:00:10 UTC 2026","","User Authentication on Mobile","Successful login with valid credentials",""
"  As a mobile user
  I want to login and register on the shop
  So that I can access my account and make purchases","1082","Login with invalid credentials shows error","","Mon Mar 16 08:59:57 UTC 2026","passed","Mon Mar 16 08:59:58 UTC 2026","","User Authentication on Mobile","Login with invalid credentials shows error",""
"  As a logged-in mobile user
  I want to manage my shopping cart
  So that I can prepare items for checkout","2201","Add product to cart from product page","","Mon Mar 16 09:00:04 UTC 2026","passed","Mon Mar 16 09:00:06 UTC 2026","","Shopping Cart on Mobile","Add product to cart from product page",""
"  As a logged-in mobile user
  I want to complete the checkout process
  So that I can place orders from my mobile device","2108","Verify order appears in order history after checkout","","Mon Mar 16 08:59:53 UTC 2026","passed","Mon Mar 16 08:59:55 UTC 2026","","Checkout on Mobile","Verify order appears in order history after checkout",""
"  As a logged-in mobile user
  I want to manage my shopping cart
  So that I can prepare items for checkout","2155","Cart persists after page refresh","","Mon Mar 16 08:59:37 UTC 2026","passed","Mon Mar 16 08:59:39 UTC 2026","","Shopping Cart on Mobile","Cart persists after page refresh",""
"  As a logged-in mobile user
  I want to complete the checkout process
  So that I can place orders from my mobile device","2206","Complete checkout flow on mobile","","Mon Mar 16 09:00:06 UTC 2026","passed","Mon Mar 16 09:00:08 UTC 2026","","Checkout on Mobile","Complete checkout flow on mobile",""
"  As a mobile user
  I want to browse and search products
  So that I can find items I want to purchase","687","Scroll through product list","","Mon Mar 16 08:59:27 UTC 2026","passed","Mon Mar 16 08:59:28 UTC 2026","","Browse Products on Mobile","Scroll through product list",""
"  As a mobile user
  I want to browse and search products
  So that I can find items I want to purchase","1005","View product details page","","Mon Mar 16 09:00:03 UTC 2026","passed","Mon Mar 16 09:00:04 UTC 2026","","Browse Products on Mobile","View product details page",""
"  As a logged-in mobile user
  I want to complete the checkout process
  So that I can place orders from my mobile device","12047","Checkout with empty cart shows appropriate message","","Mon Mar 16 08:59:41 UTC 2026","passed","Mon Mar 16 08:59:53 UTC 2026","","Checkout on Mobile","Checkout with empty cart shows appropriate message",""
"  As a logged-in mobile user
  I want to manage my shopping cart
  So that I can prepare items for checkout","2210","Remove item from cart","","Mon Mar 16 08:59:32 UTC 2026","passed","Mon Mar 16 08:59:35 UTC 2026","","Shopping Cart on Mobile","Remove item from cart",""
"  As a mobile user
  I want to browse and search products
  So that I can find items I want to purchase","992","Search products by name","","Mon Mar 16 08:59:25 UTC 2026","passed","Mon Mar 16 08:59:26 UTC 2026","","Browse Products on Mobile","Search products by name",""
"  As a mobile user
  I want to login and register on the shop
  So that I can access my account and make purchases","2032","Logout from mobile","","Mon Mar 16 09:00:00 UTC 2026","passed","Mon Mar 16 09:00:02 UTC 2026","","User Authentication on Mobile","Logout from mobile",""
"  As a mobile user
  I want to browse and search products
  So that I can find items I want to purchase","697","Filter products by category","","Mon Mar 16 08:59:26 UTC 2026","passed","Mon Mar 16 08:59:26 UTC 2026","","Browse Products on Mobile","Filter products by category",""
