"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"  As a mobile user
  I want to login and register on the shop
  So that I can access my account and make purchases","1827","Successful login with valid credentials","","Mon Mar 30 09:14:54 UTC 2026","passed","Mon Mar 30 09:14:56 UTC 2026","","User Authentication on Mobile","Successful login with valid credentials",""
"  As a mobile user
  I want to login and register on the shop
  So that I can access my account and make purchases","1063","Login with invalid credentials shows error","","Mon Mar 30 09:14:43 UTC 2026","passed","Mon Mar 30 09:14:44 UTC 2026","","User Authentication on Mobile","Login with invalid credentials shows error",""
"  As a logged-in mobile user
  I want to manage my shopping cart
  So that I can prepare items for checkout","2156","Remove item from cart","","Mon Mar 30 09:14:18 UTC 2026","passed","Mon Mar 30 09:14:21 UTC 2026","","Shopping Cart on Mobile","Remove item from cart",""
"  As a logged-in mobile user
  I want to complete the checkout process
  So that I can place orders from my mobile device","2173","Complete checkout flow on mobile","","Mon Mar 30 09:14:52 UTC 2026","passed","Mon Mar 30 09:14:54 UTC 2026","","Checkout on Mobile","Complete checkout flow on mobile",""
"  As a mobile user
  I want to login and register on the shop
  So that I can access my account and make purchases","1645","Register a new user on mobile","","Mon Mar 30 09:14:56 UTC 2026","passed","Mon Mar 30 09:14:57 UTC 2026","","User Authentication on Mobile","Register a new user on mobile",""
"  As a mobile user
  I want to browse and search products
  So that I can find items I want to purchase","670","View product catalog on mobile","","Mon Mar 30 09:14:48 UTC 2026","passed","Mon Mar 30 09:14:48 UTC 2026","","Browse Products on Mobile","View product catalog on mobile",""
"  As a logged-in mobile user
  I want to complete the checkout process
  So that I can place orders from my mobile device","12026","Checkout with empty cart shows appropriate message","","Mon Mar 30 09:14:27 UTC 2026","passed","Mon Mar 30 09:14:39 UTC 2026","","Checkout on Mobile","Checkout with empty cart shows appropriate message",""
"  As a logged-in mobile user
  I want to complete the checkout process
  So that I can place orders from my mobile device","2004","Verify order appears in order history after checkout","","Mon Mar 30 09:14:39 UTC 2026","passed","Mon Mar 30 09:14:41 UTC 2026","","Checkout on Mobile","Verify order appears in order history after checkout",""
"  As a logged-in mobile user
  I want to manage my shopping cart
  So that I can prepare items for checkout","2064","Cart persists after page refresh","","Mon Mar 30 09:14:23 UTC 2026","passed","Mon Mar 30 09:14:25 UTC 2026","","Shopping Cart on Mobile","Cart persists after page refresh",""
"  As a mobile user
  I want to browse and search products
  So that I can find items I want to purchase","678","Scroll through product list","","Mon Mar 30 09:14:13 UTC 2026","passed","Mon Mar 30 09:14:14 UTC 2026","","Browse Products on Mobile","Scroll through product list",""
"  As a logged-in mobile user
  I want to manage my shopping cart
  So that I can prepare items for checkout","2181","Clear entire cart","","Mon Mar 30 09:14:21 UTC 2026","passed","Mon Mar 30 09:14:23 UTC 2026","","Shopping Cart on Mobile","Clear entire cart",""
"  As a mobile user
  I want to browse and search products
  So that I can find items I want to purchase","960","Search products by name","","Mon Mar 30 09:14:11 UTC 2026","passed","Mon Mar 30 09:14:12 UTC 2026","","Browse Products on Mobile","Search products by name",""
"  As a mobile user
  I want to browse and search products
  So that I can find items I want to purchase","1014","View product details page","","Mon Mar 30 09:14:48 UTC 2026","passed","Mon Mar 30 09:14:49 UTC 2026","","Browse Products on Mobile","View product details page",""
"  As a logged-in mobile user
  I want to manage my shopping cart
  So that I can prepare items for checkout","2169","Add product to cart from product page","","Mon Mar 30 09:14:49 UTC 2026","passed","Mon Mar 30 09:14:52 UTC 2026","","Shopping Cart on Mobile","Add product to cart from product page",""
"  As a logged-in mobile user
  I want to manage my shopping cart
  So that I can prepare items for checkout","2157","Update quantity in cart","","Mon Mar 30 09:14:16 UTC 2026","passed","Mon Mar 30 09:14:18 UTC 2026","","Shopping Cart on Mobile","Update quantity in cart",""
"  As a mobile user
  I want to login and register on the shop
  So that I can access my account and make purchases","1967","Logout from mobile","","Mon Mar 30 09:14:46 UTC 2026","passed","Mon Mar 30 09:14:48 UTC 2026","","User Authentication on Mobile","Logout from mobile",""
"  As a mobile user
  I want to browse and search products
  So that I can find items I want to purchase","684","Filter products by category","","Mon Mar 30 09:14:12 UTC 2026","passed","Mon Mar 30 09:14:12 UTC 2026","","Browse Products on Mobile","Filter products by category",""
