"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"  As a logged-in mobile user
  I want to complete the checkout process
  So that I can place orders from my mobile device","1906","Verify order appears in order history after checkout","","Mon Mar 23 08:58:42 UTC 2026","passed","Mon Mar 23 08:58:44 UTC 2026","","Checkout on Mobile","Verify order appears in order history after checkout",""
"  As a logged-in mobile user
  I want to complete the checkout process
  So that I can place orders from my mobile device","2042","Complete checkout flow on mobile","","Mon Mar 23 08:58:54 UTC 2026","passed","Mon Mar 23 08:58:56 UTC 2026","","Checkout on Mobile","Complete checkout flow on mobile",""
"  As a mobile user
  I want to login and register on the shop
  So that I can access my account and make purchases","1752","Successful login with valid credentials","","Mon Mar 23 08:58:56 UTC 2026","passed","Mon Mar 23 08:58:57 UTC 2026","","User Authentication on Mobile","Successful login with valid credentials",""
"  As a logged-in mobile user
  I want to complete the checkout process
  So that I can place orders from my mobile device","11899","Checkout with empty cart shows appropriate message","","Mon Mar 23 08:58:30 UTC 2026","passed","Mon Mar 23 08:58:42 UTC 2026","","Checkout on Mobile","Checkout with empty cart shows appropriate message",""
"  As a logged-in mobile user
  I want to manage my shopping cart
  So that I can prepare items for checkout","1977","Cart persists after page refresh","","Mon Mar 23 08:58:26 UTC 2026","passed","Mon Mar 23 08:58:28 UTC 2026","","Shopping Cart on Mobile","Cart persists after page refresh",""
"  As a mobile user
  I want to login and register on the shop
  So that I can access my account and make purchases","1581","Register a new user on mobile","","Mon Mar 23 08:58:57 UTC 2026","passed","Mon Mar 23 08:58:59 UTC 2026","","User Authentication on Mobile","Register a new user on mobile",""
"  As a mobile user
  I want to login and register on the shop
  So that I can access my account and make purchases","993","Login with invalid credentials shows error","","Mon Mar 23 08:58:45 UTC 2026","passed","Mon Mar 23 08:58:46 UTC 2026","","User Authentication on Mobile","Login with invalid credentials shows error",""
"  As a logged-in mobile user
  I want to manage my shopping cart
  So that I can prepare items for checkout","2058","Remove item from cart","","Mon Mar 23 08:58:22 UTC 2026","passed","Mon Mar 23 08:58:24 UTC 2026","","Shopping Cart on Mobile","Remove item from cart",""
"  As a logged-in mobile user
  I want to manage my shopping cart
  So that I can prepare items for checkout","2063","Clear entire cart","","Mon Mar 23 08:58:24 UTC 2026","passed","Mon Mar 23 08:58:26 UTC 2026","","Shopping Cart on Mobile","Clear entire cart",""
"  As a logged-in mobile user
  I want to manage my shopping cart
  So that I can prepare items for checkout","2091","Update quantity in cart","","Mon Mar 23 08:58:20 UTC 2026","passed","Mon Mar 23 08:58:22 UTC 2026","","Shopping Cart on Mobile","Update quantity in cart",""
"  As a mobile user
  I want to browse and search products
  So that I can find items I want to purchase","639","Scroll through product list","","Mon Mar 23 08:58:17 UTC 2026","passed","Mon Mar 23 08:58:18 UTC 2026","","Browse Products on Mobile","Scroll through product list",""
"  As a mobile user
  I want to login and register on the shop
  So that I can access my account and make purchases","1862","Logout from mobile","","Mon Mar 23 08:58:48 UTC 2026","passed","Mon Mar 23 08:58:50 UTC 2026","","User Authentication on Mobile","Logout from mobile",""
"  As a logged-in mobile user
  I want to manage my shopping cart
  So that I can prepare items for checkout","2090","Add product to cart from product page","","Mon Mar 23 08:58:51 UTC 2026","passed","Mon Mar 23 08:58:54 UTC 2026","","Shopping Cart on Mobile","Add product to cart from product page",""
"  As a mobile user
  I want to browse and search products
  So that I can find items I want to purchase","896","Search products by name","","Mon Mar 23 08:58:14 UTC 2026","passed","Mon Mar 23 08:58:15 UTC 2026","","Browse Products on Mobile","Search products by name",""
"  As a mobile user
  I want to browse and search products
  So that I can find items I want to purchase","644","Filter products by category","","Mon Mar 23 08:58:15 UTC 2026","passed","Mon Mar 23 08:58:16 UTC 2026","","Browse Products on Mobile","Filter products by category",""
"  As a mobile user
  I want to browse and search products
  So that I can find items I want to purchase","635","View product catalog on mobile","","Mon Mar 23 08:58:50 UTC 2026","passed","Mon Mar 23 08:58:51 UTC 2026","","Browse Products on Mobile","View product catalog on mobile",""
"  As a mobile user
  I want to browse and search products
  So that I can find items I want to purchase","910","View product details page","","Mon Mar 23 08:58:51 UTC 2026","passed","Mon Mar 23 08:58:51 UTC 2026","","Browse Products on Mobile","View product details page",""
