"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"  As a mobile user
  I want to browse and search products
  So that I can find items I want to purchase","969","View product details page","","Sun Mar 08 20:34:57 UTC 2026","passed","Sun Mar 08 20:34:58 UTC 2026","","Browse Products on Mobile","View product details page",""
"  As a mobile user
  I want to browse and search products
  So that I can find items I want to purchase","680","View product catalog on mobile","","Sun Mar 08 20:34:56 UTC 2026","passed","Sun Mar 08 20:34:57 UTC 2026","","Browse Products on Mobile","View product catalog on mobile",""
"  As a mobile user
  I want to login and register on the shop
  So that I can access my account and make purchases","1066","Login with invalid credentials shows error","","Sun Mar 08 20:34:51 UTC 2026","passed","Sun Mar 08 20:34:52 UTC 2026","","User Authentication on Mobile","Login with invalid credentials shows error",""
"  As a logged-in mobile user
  I want to manage my shopping cart
  So that I can prepare items for checkout","2192","Update quantity in cart","","Sun Mar 08 20:34:24 UTC 2026","passed","Sun Mar 08 20:34:27 UTC 2026","","Shopping Cart on Mobile","Update quantity in cart",""
"  As a logged-in mobile user
  I want to manage my shopping cart
  So that I can prepare items for checkout","2180","Clear entire cart","","Sun Mar 08 20:34:29 UTC 2026","passed","Sun Mar 08 20:34:31 UTC 2026","","Shopping Cart on Mobile","Clear entire cart",""
"  As a mobile user
  I want to login and register on the shop
  So that I can access my account and make purchases","1977","Logout from mobile","","Sun Mar 08 20:34:54 UTC 2026","passed","Sun Mar 08 20:34:56 UTC 2026","","User Authentication on Mobile","Logout from mobile",""
"  As a mobile user
  I want to browse and search products
  So that I can find items I want to purchase","951","Search products by name","","Sun Mar 08 20:34:19 UTC 2026","passed","Sun Mar 08 20:34:20 UTC 2026","","Browse Products on Mobile","Search products by name",""
"  As a mobile user
  I want to login and register on the shop
  So that I can access my account and make purchases","1876","Successful login with valid credentials","","Sun Mar 08 20:35:02 UTC 2026","passed","Sun Mar 08 20:35:04 UTC 2026","","User Authentication on Mobile","Successful login with valid credentials",""
"  As a logged-in mobile user
  I want to complete the checkout process
  So that I can place orders from my mobile device","2040","Verify order appears in order history after checkout","","Sun Mar 08 20:34:47 UTC 2026","passed","Sun Mar 08 20:34:49 UTC 2026","","Checkout on Mobile","Verify order appears in order history after checkout",""
"  As a mobile user
  I want to login and register on the shop
  So that I can access my account and make purchases","1678","Register a new user on mobile","","Sun Mar 08 20:35:04 UTC 2026","passed","Sun Mar 08 20:35:06 UTC 2026","","User Authentication on Mobile","Register a new user on mobile",""
"  As a mobile user
  I want to browse and search products
  So that I can find items I want to purchase","681","Scroll through product list","","Sun Mar 08 20:34:22 UTC 2026","passed","Sun Mar 08 20:34:22 UTC 2026","","Browse Products on Mobile","Scroll through product list",""
"  As a logged-in mobile user
  I want to manage my shopping cart
  So that I can prepare items for checkout","2189","Remove item from cart","","Sun Mar 08 20:34:27 UTC 2026","passed","Sun Mar 08 20:34:29 UTC 2026","","Shopping Cart on Mobile","Remove item from cart",""
"  As a logged-in mobile user
  I want to manage my shopping cart
  So that I can prepare items for checkout","2159","Add product to cart from product page","","Sun Mar 08 20:34:58 UTC 2026","passed","Sun Mar 08 20:35:00 UTC 2026","","Shopping Cart on Mobile","Add product to cart from product page",""
"  As a logged-in mobile user
  I want to complete the checkout process
  So that I can place orders from my mobile device","12015","Checkout with empty cart shows appropriate message","","Sun Mar 08 20:34:35 UTC 2026","passed","Sun Mar 08 20:34:47 UTC 2026","","Checkout on Mobile","Checkout with empty cart shows appropriate message",""
"  As a logged-in mobile user
  I want to complete the checkout process
  So that I can place orders from my mobile device","2220","Complete checkout flow on mobile","","Sun Mar 08 20:35:00 UTC 2026","passed","Sun Mar 08 20:35:02 UTC 2026","","Checkout on Mobile","Complete checkout flow on mobile",""
"  As a logged-in mobile user
  I want to manage my shopping cart
  So that I can prepare items for checkout","2098","Cart persists after page refresh","","Sun Mar 08 20:34:31 UTC 2026","passed","Sun Mar 08 20:34:33 UTC 2026","","Shopping Cart on Mobile","Cart persists after page refresh",""
"  As a mobile user
  I want to browse and search products
  So that I can find items I want to purchase","721","Filter products by category","","Sun Mar 08 20:34:20 UTC 2026","passed","Sun Mar 08 20:34:21 UTC 2026","","Browse Products on Mobile","Filter products by category",""
